Ship To Country,Item ID,Amount
FRANCE,ds33pf17,45.0
FRANCE,Graphite Aerosol,44.849999999999994
FRANCE,ttweezer-small,44.72
FRANCE,850-503e,43.2
FRANCE,SNOX3,42.58
FRANCE,854-708,40.0
FRANCE,MB042,39.85
FRANCE,ABR INSURANCE,39.45
FRANCE,854-209,37.81
FRANCE,ns143,37.13
FRANCE,ns153,37.13
FRANCE,854-209dsk-adpt,33.95
FRANCE,ns151,32.18
FRANCE,MB101,31.31
FRANCE,850-090,31.05
FRANCE,ns141,30.69
FRANCE,GG50036,29.99
FRANCE,NCMALLARD,29.7
FRANCE,ns75,29.7
FRANCE,854-222,28.8
FRANCE,SE-784EC,24.95
FRANCE,BlACK MAGIC WAX,24.509999999999998
FRANCE,SOX3,23.65
FRANCE,854-618,22.5
FRANCE,153909,21.6
FRANCE,moldavite,19.9
FRANCE,INDOLTTURQUOISE,19.36
FRANCE,INDORED,19.36
FRANCE,854-221,18.810000000000002
FRANCE,FD-824,18.0
FRANCE,854-615,17.5
FRANCE,BB-12-B-HurricaneStrike,17.1
FRANCE,854-612,16.25
FRANCE,854-610,15.0
FRANCE,BB-01-RS-Mead,15.0
FRANCE,BB-02-RS-WildHoney,15.0
FRANCE,BB-SB-11-UV2,12.5
FRANCE,BB-SB-134-Option134,12.5
FRANCE,Green Cyanite,12.0
FRANCE,Orange Cyanite,12.0
FRANCE,GG-R-EGPP-B,10.8
FRANCE,850-070,10.12
FRANCE,BB-SB-212-Option212,10.0
FRANCE,MB181,9.94
FRANCE,MB077,9.32
FRANCE,850-060,8.77
FRANCE,MB024,8.69
FRANCE,MB031,8.69
FRANCE,MB078,8.69
FRANCE,MB1113,8.69
FRANCE,mb076,8.69
FRANCE,GG-R-PurpleRainbow,8.4
FRANCE,MB0411,8.07
FRANCE,850-050,7.96
FRANCE,Ar-Blue-A,7.19
FRANCE,MB045,6.83
FRANCE,MB054,6.83
FRANCE,153905,6.75
FRANCE,850-040,6.75
FRANCE,MB062,6.21
FRANCE,MB013,5.59
FRANCE,GLOa1lb,5.0
FRANCE,GLOyg1lb,5.0
FRANCE,850010,4.45
FRANCE,07634001,3.51
FRANCE,Indochinites,2.5
FRANCE,ABRQR2,2.46
FRANCE,AR-BLUEGREEN,2.4
FRANCE,07630014,0.68
FRANCE,07630024,0.68
FRANCE,07630065,0.68
FRANCE,07634002,0.0
FRANCE,330-N2,0.0
FRANCE,Bunsensnubnose4,0.0
FRANCE,NSLSAMPLE,0.0
FRANCE,TAG-033-R-6InchSample,0.0
FRANCE,sublined item,0.0
GBR,VMG1,1046.0
GBR,No Item ID,719.21
GBR,ons89,130.0
GBR,NCSAMPLESET,103.46
GBR,ds23-1/8,93.25
GBR,ons13,90.0
GBR,ons152,90.0
GBR,ons26,90.0
GBR,NCParralatte,83.7
GBR,GG-Tweezer,80.0
GBR,BS-M-Bravo,75.0
GBR,DS17-DichroScrap,65.0
GBR,BB-42-T-SwampStrike,64.2
GBR,ons154,60.0
GBR,NCDKBROWN,54.0
GBR,NCPEWTER,54.0
GBR,NCSIBERIA,54.0
GBR,KGTPl-007,49.95
GBR,ns15,49.5
GBR,ONS115,46.0
GBR,TAG-033-R-1-004,45.0
GBR,ons134,45.0
GBR,ons64,45.0
GBR,ds21-1/8,44.33
GBR,ds7-1/8,44.33
GBR,NSE-Lucid-2nds,40.0
GBR,ons14,40.0
GBR,TAG-033-R-O-001,37.8
GBR,GGJTOOLF19,35.0
GBR,ONS106,35.0
GBR,ggt-gjp-10w,35.0
GBR,ggt-gjr-10w,35.0
GBR,ggt-gjs-10w,35.0
GBR,ns127,34.65
GBR,NS96,34.1
GBR,Handling and-or cod fee,34.02
GBR,ns144,32.18
GBR,ns151,32.18
GBR,NS95,30.69
GBR,SNS124,30.0
GBR,IPTOOL,29.95
GBR,NCParrachiato,29.7
GBR,156806,25.95
GBR,ABR INSURANCE,25.25
GBR,Arm Rest,25.0
GBR,156805,24.95
GBR,TAG-033-R-O-033,24.75
GBR,ggt-ist3/8,24.0
GBR,07630090,22.5
GBR,ggt-ist5/16,22.0
GBR,BB-SB-169-Option169,20.41
GBR,854-221,19.8
GBR,BB-ST-BrownHoney,18.46
GBR,BB-ST-ColdWater,18.46
GBR,BB-ST-GrapeApe,18.46
GBR,BB-ST-HurricaneStrike,18.46
GBR,BB-ST-MuddyWaters,18.46
GBR,BB-ST-Oscar,18.46
GBR,BB-ST-Sunset,18.46
GBR,BB-SB-292-Option292,17.6
GBR,07631003,17.33
GBR,07631004,17.33
GBR,BB-01-RS-Mead,15.0
GBR,BB-02-RS-WildHoney,15.0
GBR,07630035,12.38
GBR,BB-SB-178-Option178,10.67
GBR,854-201,8.95
GBR,ns146,8.64
GBR,fu3001,3.95
GBR,jc-st19,1.9
GBR,ABR Glass Cut,1.43
GBR,fu3001x,0.95
GBR,NCParraccino,0.0
GBR,sublined item,0.0
IND,ds17-1/8,7350.0
IND,No Item ID,675.0
IND,sublined item,-1950.0
IRL,GTT-BT-Phantom-2S,1125.0
IRL,No Item ID,206.15
IRL,CreationStation,149.0
IRL,BS-BS-M-Phantom,145.0
IRL,855-008TFB,22.0
IRL,Handling and-or cod fee,19.34
IRL,ABR INSURANCE,17.25
IRL,BB-02-RS-WildHoney,15.0
IRL,dvd129,7.5
IRL,FW723,6.99
ISR,No Item ID,54.39
ISR,sublined item,-54.389999999999986
ITA,07633001,535.5
ITA,No Item ID,494.11
ITA,GGJTOOLF10,150.0
ITA,BM-GB-F-Set,120.0
ITA,htc3,67.85
ITA,Optic-B9,66.0
ITA,htc2,59.54
ITA,AUL40UPhoneLens_v2,54.95
ITA,14026,53.39
ITA,ns76,52.2
ITA,JC-RIBBON1-3,40.0
ITA,ggtoolf10,40.0
ITA,jm-tmwrr,39.95
ITA,MB021,39.85
ITA,854-396,34.95
ITA,854-203dsk-adpt,33.95
ITA,jj14,27.5
ITA,jj17,27.5
ITA,jj26,27.5
ITA,tungsten pick 1/8 DELUXE,24.95
ITA,Handling and-or cod fee,20.23
ITA,INDOLTTURQUOISE,19.36
ITA,INDOPink,19.36
ITA,INDOSkyBlue,19.36
ITA,INDOWHITE,19.36
ITA,INDOYELLOW,19.36
ITA,850-400P,14.95
ITA,VMG1,14.95
ITA,BlACK MAGIC WAX,12.9
ITA,holecleanertipS,9.95
ITA,ABR INSURANCE,9.05
ITA,1FG,5.25
ITA,1FY,5.25
ITA,sublined item,-60.0
JAPAN,No Item ID,8889.64
JAPAN,40mmherbie,5390.0
JAPAN,ALPHA,2600.0
JAPAN,OxygenFrog,1799.0
JAPAN,271060000,1528.5900000000001
JAPAN,minor,1504.0
JAPAN,854-306,1110.0
JAPAN,271100000,1056.42
JAPAN,271120000,972.3399999999999
JAPAN,NSE-Lucid,920.0
JAPAN,850-532M,900.0
JAPAN,271080000,882.95
JAPAN,VB1-00384,849.99
JAPAN,271070000,819.8900000000001
JAPAN,Heatpad4p,635.66
JAPAN,271150000,620.48
JAPAN,benchroller-e,597.8000000000001
JAPAN,braclet mandrel,528.0
JAPAN,271040000,525.61
JAPAN,246120220,513.8
JAPAN,NCParrachiato,509.7
JAPAN,cshear8,450.0
JAPAN,NCParraccino,420.0
JAPAN,vb1-00129,419.0
JAPAN,AR-BLUEGREEN,400.0
JAPAN,ns154,400.0
JAPAN,1400202,393.52
JAPAN,pk-tf52,388.88
JAPAN,o-s3-fs,359.0
JAPAN,271050000,354.24
JAPAN,271200000,352.14
JAPAN,GG-R-ELGRPO,350.0
JAPAN,NS123,330.75
JAPAN,AUL35SMetalSm,320.0
JAPAN,TAG-033-R-1-010,315.0
JAPAN,ons154,300.0
JAPAN,HEATpad4p5X5,293.3
JAPAN,Handling and-or cod fee,290.69
JAPAN,NCLAVENDER,252.0
JAPAN,TAG-033-R-1-033,245.0
JAPAN,854-205,238.8
JAPAN,855-003FB,223.2
JAPAN,MB0712,221.37
JAPAN,54131,220.56
JAPAN,NCGOLD,210.0
JAPAN,NCParralatte,210.0
JAPAN,VW1-00364,209.95
JAPAN,Ds31-1/8-BCD,207.36
JAPAN,ds20-1/8,207.36
JAPAN,ACT-BLTCT38,200.0
JAPAN,ACT-JWTC38,200.0
JAPAN,BB-21-T-Synergy,200.0
JAPAN,JFT-14-F,199.95
JAPAN,854-201,199.0
JAPAN,854-225S,199.0
JAPAN,TAG-033-R-1-035,198.45
JAPAN,246160250,198.36
JAPAN,ds23-1/8,186.74
JAPAN,271090000,183.99
JAPAN,LF-pL,183.51
JAPAN,ar-black,180.0
JAPAN,VB1-00408,179.95
JAPAN,IRMII-2-1.5,175.0
JAPAN,271115028,173.35
JAPAN,271260000,170.04
JAPAN,ABR INSURANCE,169.45
JAPAN,246130150,167.58
JAPAN,ds17-1/8,165.37
JAPAN,271130000,165.21
JAPAN,BB-SamplePack-Full,164.2
JAPAN,GG-R-RoseQuartzT-B,160.0
JAPAN,271751101,158.19
JAPAN,ns62,151.2
JAPAN,271750001,145.58
JAPAN,BS-BS-M-Herbie-40,145.0
JAPAN,bunsen122,145.0
JAPAN,271240000,144.64
JAPAN,ACT-BTC,144.2
JAPAN,271751201,143.29
JAPAN,ns66,142.2
JAPAN,1534,140.0
JAPAN,claw 8,138.0
JAPAN,ds17-1/16,137.82
JAPAN,246100220,135.19
JAPAN,AR-PURPLE,135.0
JAPAN,ACT-GTC,134.6
JAPAN,271140000,133.21
JAPAN,14207,130.0
JAPAN,NSE-Lucid-2nds,128.0
JAPAN,ACT-BTC38,125.0
JAPAN,ACT-BTC50,125.0
JAPAN,ACT-LBTC,125.0
JAPAN,ACT-LBTC50,125.0
JAPAN,claw10,120.0
JAPAN,246110220,119.77
JAPAN,246070150,119.71
JAPAN,246080150,116.28
JAPAN,271030000,112.75
JAPAN,854-260,112.5
JAPAN,850-505,112.0
JAPAN,14202,110.0
JAPAN,854-259,108.0
JAPAN,ds8-1/8,107.1
JAPAN,854-319,105.0
JAPAN,246100150,100.99
JAPAN,850-530m,100.0
JAPAN,BB-16-T-SpaceGrass,100.0
JAPAN,ds5-1/8,95.19
JAPAN,GG-R-EGPP-B,90.0
JAPAN,GG-R-Rosaline,90.0
JAPAN,855-008TB,87.0
JAPAN,ggt-MRdel2848,87.0
JAPAN,271280000,84.61
JAPAN,854-615,84.0
JAPAN,TAG-033-R-1-077,80.64
JAPAN,ElvisGPurpleLollipop,80.0
JAPAN,GG-R-RoseQuartzT,80.0
JAPAN,ttn-BrilliantBlueTubing,80.0
JAPAN,ds14-1/8,79.38
JAPAN,GG-R-PurpleSatin1,75.0
JAPAN,BB-49-M-PinkLemonade,73.01
JAPAN,NSE-Halo,72.0
JAPAN,ds7-1/16,71.64
JAPAN,246100100,71.63
JAPAN,ttn-GreenSlymeTube2,70.0
JAPAN,ttn-PinkSlymeTube2,70.0
JAPAN,525SF,69.65
JAPAN,07634002FL,66.45
JAPAN,TAG-033-R-1-061,66.15
JAPAN,TAG-033-R-1-060,65.52
JAPAN,BB-ST-PurpleSunshine,64.2
JAPAN,glasscuttr,63.8
JAPAN,ACT-NGTC25,61.44
JAPAN,sns76,60.0
JAPAN,850-513,59.95
JAPAN,Optic-B12,59.4
JAPAN,TAG-033-R-1-059,58.5
JAPAN,Optic-5in1Mold,58.0
JAPAN,TAG-033-R-O-033,57.1
JAPAN,Brassneckingtool-e,57.0
JAPAN,526SF,55.65
JAPAN,BB-20-T-ElectricCoconut,55.0
JAPAN,dichro scrap,55.0
JAPAN,dichro scrap104,55.0
JAPAN,855-051,54.95
JAPAN,DHGPsyche,54.0
JAPAN,TAG-033-R-1-037,54.0
JAPAN,GGT-FinishingTong-SM,53.0
JAPAN,07634001,50.08
JAPAN,07634002,50.08
JAPAN,CLAW 5E,50.0
JAPAN,hos12,50.0
JAPAN,15351,49.95
JAPAN,KGTPl-009,49.95
JAPAN,DHGHELIOS,49.5
JAPAN,dhgKalypso,49.5
JAPAN,GT762165,49.0
JAPAN,silvercoin,47.75
JAPAN,ggt-phmL,47.25
JAPAN,246150250,45.89
JAPAN,TAG-033-R-O-074,45.0
JAPAN,ttn-bbt-OscarTube2,44.2
JAPAN,ds14-1/16,44.1
JAPAN,ds15-1/8,44.1
JAPAN,PCS409F,44.0
JAPAN,ds50-1/16,42.93
JAPAN,IONREDBLACKSCAL50-2.5,42.63
JAPAN,BB-37-T-GSD,42.41
JAPAN,ACT-BLTC32,42.24
JAPAN,NCLAPIS,42.0
JAPAN,NCMINT,42.0
JAPAN,NCPUMPKIN,42.0
JAPAN,NCWHITE,42.0
JAPAN,dsmc18,42.0
JAPAN,850-530mg,40.0
JAPAN,Opal Dust White,40.0
JAPAN,sns154,40.0
JAPAN,jm-tmwrr,39.95
JAPAN,ds1-1/8,39.9
JAPAN,ds21-1/8,39.9
JAPAN,ds10-1/8,39.69
JAPAN,ds11-1/16,39.69
JAPAN,dhgEkho,39.6
JAPAN,TAG-033-R-1-032,39.2
JAPAN,dsmc20,38.33
JAPAN,ggt-gjr-14w,37.5
JAPAN,31217,36.330000000000005
JAPAN,ds49-1/8,35.46
JAPAN,BB-12-T-HurricaneStrike,35.31
JAPAN,BB-41-T-Sunset,35.31
JAPAN,BB-42-T-SwampStrike,35.31
JAPAN,BB-45-T-PurpleSunshine,35.31
JAPAN,BB-48-T-Limeade,35.31
JAPAN,BB-51-M-SpaceCadet,35.31
JAPAN,ds12-1/8,35.28
JAPAN,ds13-1/8,35.28
JAPAN,ds16-1/8,35.28
JAPAN,stumpshaperbrass,35.0
JAPAN,ttn-bbt-DahliaK,35.0
JAPAN,854-396,34.95
JAPAN,DHGOracle-Opal,33.92
JAPAN,BB-17-B-MellowYellow,33.0
JAPAN,TAG-033-R-2-010,31.5
JAPAN,14058,31.45
JAPAN,ZP1000P1-16,31.45
JAPAN,07631001FF,31.2
JAPAN,pcs415,30.8
JAPAN,ACT-JWTC,30.72
JAPAN,ACT-PTC,30.72
JAPAN,ACT-PUTC,30.72
JAPAN,TAG-033-R-1-057,30.62
JAPAN,TAG-033-R-2-033,30.45
JAPAN,TAG-033-R-2-043,30.45
JAPAN,TAG-033-R-2-054,30.45
JAPAN,ggt-rrep1025,30.0
JAPAN,850-520-r,29.95
JAPAN,BB-23-M-FlipFrog,29.81
JAPAN,BB-48-M-Limeade,29.81
JAPAN,ns27,29.4
JAPAN,ns152,28.77
JAPAN,MUSEUMGEL,28.02
JAPAN,07631008,28.0
JAPAN,BB-38-T-PurpleCream,27.75
JAPAN,BB-SB-334-Option334,27.1
JAPAN,52-954,25.95
JAPAN,BB-50-M-LightBlueHoney,25.91
JAPAN,20 PCS. SAMPLE PACK,25.0
JAPAN,BB-SB-156-Option156,25.0
JAPAN,156808,24.95
JAPAN,1556853,24.71
JAPAN,1556854,24.71
JAPAN,07631001,24.5
JAPAN,PCS403F,24.2
JAPAN,3127,23.520000000000003
JAPAN,3128,23.520000000000003
JAPAN,1556217AE,23.380000000000003
JAPAN,44110,22.31
JAPAN,ggt-neckingtool,22.06
JAPAN,ggt-rrep215,22.0
JAPAN,ABR Glass Cut,21.17
JAPAN,1556423,20.68
JAPAN,TAG-033-R-1-058,20.42
JAPAN,BB-07-B-Tangelo,20.41
JAPAN,BB-28-B-BlueMoonshine,20.41
JAPAN,07630600-new,20.0
JAPAN,1556219,18.92
JAPAN,1556221,18.92
JAPAN,BB-32-B-BlueHoney,18.81
JAPAN,FW723,18.56
JAPAN,850-400P,18.0
JAPAN,854-221,16.830000000000002
JAPAN,TAG-033-R-2-051,16.75
JAPAN,TAG-033-R-2-071,16.75
JAPAN,CO-WRF-Star5pt-4MM,16.0
JAPAN,glasscuttrwheel,15.96
JAPAN,tungsten pick,15.95
JAPAN,ACT-BLTC,15.36
JAPAN,ACT-BLTCT25,15.36
JAPAN,BB-BoroBatch-Shorts,15.0
JAPAN,850-130,14.76
JAPAN,sns152,14.7
JAPAN,TAG-033-F-C-017,14.4
JAPAN,TAG-033-R-2-004,13.84
JAPAN,854-612,13.0
JAPAN,BB-SB-192-Option192,12.71
JAPAN,BB-SB-225-Option225,12.5
JAPAN,152-402,12.0
JAPAN,Tungsten Replacement 1/8,12.0
JAPAN,850-012BP,11.95
JAPAN,TAG-033-R-1-025,11.34
JAPAN,BB-47-M-KingCrimson,11.3
JAPAN,1556210,11.0
JAPAN,1556211,11.0
JAPAN,1556031,10.89
JAPAN,854-618,10.8
JAPAN,IND-1FC-HW,10.25
JAPAN,IND-1MC-HW,10.25
JAPAN,0000-BoroBatch-Logo-S,10.0
JAPAN,BB-SB-219-Option219,10.0
JAPAN,NWC02,9.5
JAPAN,IND-1FC-B2,9.25
JAPAN,IND-1MC-B2,9.25
JAPAN,TAG-033-R-2-026,9.08
JAPAN,312503,9.0
JAPAN,FL30716UV,8.99
JAPAN,SE-785BC,8.95
JAPAN,IND-1.5FC,8.75
JAPAN,IND-1.5MC,8.75
JAPAN,ns149,8.64
JAPAN,NWC01,8.5
JAPAN,ind-14/10F-HW,8.5
JAPAN,ind-14/10M-HW,8.5
JAPAN,1556057,8.469999999999999
JAPAN,1556018,8.36
JAPAN,1556027,8.36
JAPAN,1556071,8.36
JAPAN,ns153,8.1
JAPAN,ns31,8.1
JAPAN,3fc-3Inch,8.0
JAPAN,854-222,8.0
JAPAN,31220,7.82
JAPAN,2FC,7.5
JAPAN,2MC,7.5
JAPAN,NWC00,7.5
JAPAN,TAG-033-R-1-021,6.8
JAPAN,TAG-033-R-1-024,6.8
JAPAN,TAG-033-R-1-050,6.8
JAPAN,NS101,6.7
JAPAN,1556039,6.27
JAPAN,1556070,6.27
JAPAN,JC-RSH-38,6.0
JAPAN,ns72,5.94
JAPAN,ga510,5.4
JAPAN,ns34,5.4
JAPAN,jc-diff50,4.95
JAPAN,31230,4.7
JAPAN,31231,4.7
JAPAN,BB-40-B-Beeswax,4.1
JAPAN,AR-JadeWhite7,0.0
JAPAN,FRITTRAY5x3,0.0
JAPAN,GGT-SMPDEL,0.0
JAPAN,NS-RainbowSamplePack,0.0
JAPAN,TAG-033-R-1-054,0.0
JAPAN,sublined item,-4680.719999999999
MEX,No Item ID,1040.54
MEX,ns63,702.0
MEX,NCSIBERIA,294.0
MEX,ns64,234.0
MEX,ns62,168.0
MEX,TAG-033-R-1-001,156.8
MEX,ns145,144.0
MEX,ns53,136.5
MEX,sublined item,120.0
MEX,NCParraccino,119.7
MEX,850-530mg,108.0
MEX,sm7,101.0
MEX,AR10,88.0
MEX,AR12,88.0
MEX,AR16,88.0
MEX,BB-21-T-Synergy,70.0
MEX,pa1,57.25
MEX,CT-Batman,55.0
MEX,CT-RalphsFace,55.0
MEX,schr10,44.0
MEX,CT-BlueBanana,42.5
MEX,CT-SpicyPickle,42.5
MEX,NCNUBLUE,42.0
MEX,NCPUMPKIN,42.0
MEX,ns54,38.5
MEX,ggt-neckingtool,25.95
MEX,BB-SB-324-Option324,22.4
MEX,OX1,20.5
MEX,OX2,17.1
MEX,07631001FL,13.65
MEX,1556220,10.2
MEX,1558060,9.6
MEX,Handling and-or cod fee,8.34
MEX,ABR INSURANCE,4.199999999999999
MEX,AR-GREEN,0.0
NZL,No Item ID,189.16
NZL,vw1-00429,108.05
NZL,BB-BoroBatch-Shorts,75.0
NZL,GT772399,74.0
NZL,BB-47-B-KingCrimson,15.0
NZL,Handling and-or cod fee,3.62
NZL,ABR INSURANCE,3.4499999999999997
NZL,ABR Glass Cut,0.0
NZL,sublined item,0.0
SWITZERLAND,14025,43.75
SWITZERLAND,sublined item,-43.75
THA,ds17-1/16,754.81
THA,No Item ID,483.27
THA,GB-P2-70F,310.5
THA,ds20-1/16,111.53999999999999
THA,BB-SamplePack-Half,105.1
THA,ns49,86.8
THA,ns58,84.0
THA,ns45,81.2
THA,ns20,58.8
THA,htc1,53.3
THA,ds1-1/16,39.9
THA,AR-PURPLE,21.0
THA,AR-PINK,14.0
THA,ds11-1/16,0.0
THA,sublined item,-105.1
USA,No Item ID,209659.81
USA,ex-20,64582.0
USA,NCParrachiato,62543.34
USA,NCSIBERIA,47521.41
USA,40mmherbie,41170.0
USA,purr-minor kit,34200.0
USA,ncchartreuse,32161.5
USA,arn1060-mini,28995.0
USA,purr-bravo kit,28172.0
USA,OxygenAssistant-10,25245.0
USA,Handling and-or cod fee,23443.9
USA,GTT-BT-Mirage,22425.0
USA,NCPUMPKIN,22091.18
USA,BeginnerKit-NortelRedMax,22000.0
USA,BLUEBIRDXLNEW,19769.0
USA,F-500Guillotine,19246.28
USA,GTT-BT-Mirage-Kit,17963.55
USA,246060100,16836.24
USA,ns54,16633.79
USA,vb1-00865,16250.0
USA,2MC,14297.0
USA,246254400,14206.0
USA,246500500,14123.94
USA,GTT-BT-DeltaElite,13950.0
USA,GTT-BT-Mirage-SN,13800.0
USA,IndianLathe85mm,13500.0
USA,GTT-BT-Phantom-4S-Kit,13184.550000000001
USA,GTT-HT-Mirage,13020.0
USA,ABR INSURANCE,12357.25
USA,ScarabMicro,12166.5
USA,65mmherbie,12145.0
USA,F-420,12129.42
USA,2FC,12110.35
USA,246160350,12046.47
USA,F-130Elite,11655.81
USA,F-710,11431.68
USA,f-120,9981.24
USA,ACT-PUTC50,9831.0
USA,ds17-1/8,9772.03
USA,ScarabMini,9225.0
USA,246120220,8671.77
USA,AquaDagE,8423.1
USA,NCPINK,8376.74
USA,1400202,8160.2
USA,ex-10,8160.0
USA,f-240,8079.0
USA,ACT-BTC38-1500mm,7828.5
USA,Scarab,7726.5
USA,CC2RP3,7722.25
USA,246050080,7506.32
USA,GTT-BT-Samurai,7500.0
USA,GHMale19/22SleeveFine,7447.68
USA,sch50x5.0,7349.29
USA,GTT-BT-Phantom-4S,7200.0
USA,BB-34-B-Sandstorm,6905.41
USA,BB-01-B-Mead,6857.1
USA,Champion-SharpFlame,6780.0
USA,NCTAUPE,6775.88
USA,40mmherbie-White,6500.0
USA,50mmherbie,6490.0
USA,INDORED,6388.8
USA,ACT-JWTC,6356.36
USA,VB1-00408,6280.25
USA,bunsen122,6196.1
USA,ggt-Rock-ItFP,6160.0
USA,40mmherbie-green,6000.0
USA,40mmherbie-orange,6000.0
USA,246095200,5872.52
USA,ns63,5756.89
USA,246080100,5747.28
USA,ex-5,5746.0
USA,vb1-00149,5646.3
USA,TAG-033-R-1-054,5451.69
USA,NCBUTTER,5306.76
USA,ds16-1/8,5181.75
USA,ns65,5100.47
USA,VB1-00384,5099.9400000000005
USA,Purr-Bravo Kit,5054.0
USA,AT2540,5000.89
USA,ns154,4939.46
USA,BB-21-T-Synergy,4909.25
USA,GTT-HT-Phantom,4900.0
USA,ns64,4879.95
USA,246500350,4787.45
USA,246381400,4765.13
USA,CC4RP5,4633.35
USA,271070000,4584.82
USA,nunitorch,4531.0
USA,GTT-BT-Phantom-2S,4500.0
USA,07634001,4422.849999999999
USA,INDOYELLOW,4360.84
USA,ACT-NGTC25,4311.43
USA,regp,4310.59
USA,246888114,4276.21
USA,NS125,4227.34
USA,BLUEBIRDNEW,4169.6
USA,sch12.7x2.4,4159.61
USA,854-305,4130.31
USA,246700500,4109.66
USA,jc-1014b-0,4063.9
USA,GTT-BT-DeltaMag,4000.0
USA,GTT-BT-Lynx-Kit,3989.6500000000005
USA,271080000,3975.81
USA,TAG-033-R-1-010,3915.92
USA,GTT-BT-Lynx,3915.0
USA,Championkit,3910.0
USA,ns76,3889.0
USA,12A006-1000,3856.0
USA,246888111,3839.0
USA,CarlisleGasSaver-28b004,3838.1499999999996
USA,GTT-BT-Ninja,3750.0
USA,271100000,3746.13
USA,BB-21-M-Synergy,3739.2
USA,ns62,3723.83
USA,271060000,3712.65
USA,BB-18-B-LemonParty,3694.95
USA,GTT-BT-Phantom-4S-SN,3600.0
USA,246127240,3599.5699999999997
USA,246750500,3556.47
USA,GHDrillAdapter,3528.2
USA,ACT-BTC,3526.7
USA,BB-46-B-BrownHoney,3511.74
USA,BRAVO-SharpFlame,3496.0
USA,Facetron,3495.0
USA,246500250,3489.61
USA,sch65x5.0,3483.59
USA,gold,3467.0
USA,854-203dsk-adpt,3439.8
USA,vb1-02965,3400.0
USA,vb1-02966,3400.0
USA,ns152,3350.57
USA,LATHECHUCKS,3345.0
USA,L5154-25,3320.0
USA,AT3240,3309.63
USA,TAG-033-R-1-018,3309.62
USA,GTT-BT-Kobuki,3300.0
USA,GTT-HT-Lynx,3300.0
USA,o-s3-fs,3293.1
USA,ggt-tsfp,3280.0
USA,40mmherbie-pink,3250.0
USA,40mmherbie-red,3250.0
USA,sch75x5.0,3232.55
USA,ACT-BTC50,3177.8
USA,ds17-1/16,3173.72
USA,at1222,3147.22
USA,sch12x2.2,3127.92
USA,GG-R-PurpleRainbow,3117.8
USA,271050000,3109.4900000000002
USA,LT-GG-Rainbow,3095.4
USA,246444400,3083.33
USA,GTT-HT-DeltaElite,3080.0
USA,sch45x5.0,3061.57
USA,vb1-03277,3060.0
USA,ACT-BLTC,3025.7
USA,07630002,3015.22
USA,Vulcan2,2990.0
USA,ACT-GTC,2986.0
USA,BB-43-T-ColdWater,2982.7
USA,JC-2m1FD-5,2978.5
USA,ggt-rock-ItFPob,2940.0
USA,LT-GG-Fire,2939.2
USA,The Grand - Sharp Flame,2935.0
USA,ALPHAKIT,2921.0
USA,o-s5-fs,2912.0
USA,midrange,2908.0
USA,ex-15,2900.0
USA,MegaMinorTorchKit,2871.6
USA,VB1-00026,2854.0
USA,NJDW-Boro-10Inch,2835.0
USA,BoroShorts,2784.0
USA,ns53,2762.19
USA,GTT-BT-Cheetah,2750.0
USA,CC2BP3,2740.4
USA,CC2BP5,2740.4
USA,CC4BP5,2740.4
USA,ds7-1/8,2699.43
USA,CreationStation,2682.0
USA,ACT-BTC38,2680.0
USA,NS126,2671.68
USA,VW1-00356,2639.3999999999996
USA,BB-SamplePack-Full,2624.68
USA,schr6,2614.68
USA,ABR Glass Cut,2604.36
USA,3MC,2597.5
USA,BB-49-M-PinkLemonade,2594.84
USA,246190320,2574.69
USA,246380280,2574.15
USA,TAG-033-R-1-015,2573.03
USA,ns44,2547.26
USA,271040000,2542.79
USA,246160250,2537.99
USA,GHFemale19/22ConeMed,2501.1
USA,claw 6,2485.0
USA,F-747,2458.0
USA,crucible30lb,2455.0
USA,ns13,2454.85
USA,ns129,2445.02
USA,RMPMKIT,2440.0
USA,ACT-NGTC16,2436.4
USA,BB-17-B-MellowYellow,2430.0
USA,BB-22-T-TangerineDream,2415.56
USA,271090000,2409.7
USA,Knuckles Grab Bag,2400.0
USA,246254240,2390.19
USA,sch10x2.2,2377.97
USA,FBA,2375.9
USA,ACT-PUTC,2351.68
USA,schr7,2341.23
USA,246510200,2339.15
USA,Crucible,2328.0
USA,Heatpad4p,2327.08
USA,4-2-Inlet-ConversionKit,2312.85
USA,TAG-033-R-1-025,2298.79
USA,Bunsensnubnose4,2280.0
USA,AR7,2265.23
USA,sch32x4.0,2249.84
USA,IN-21-017,2249.3500000000004
USA,BB-SB-11-UV2,2249.3
USA,AT3840,2246.11
USA,NJDW-Boro-7Inch,2201.5
USA,TAG-033-R-1-001,2200.39
USA,BEGINNERKIT-NORTELREDMAX,2200.0
USA,rego,2190.35
USA,GGJTOOLM14,2175.0
USA,ACT-BLTC32,2164.2
USA,ds15-1/16,2160.96
USA,NAT1,2160.84
USA,BM-GB-FM-Set,2160.0
USA,ACT-BLTCT25,2134.1
USA,246650500,2131.65
USA,hosft,2130.58
USA,MiNORK,2128.0
USA,ds3-1/8,2108.39
USA,o-sl-fs-92/5,2100.0
USA,ds10-1/8,2091.6
USA,ACT-PTC,2082.96
USA,BRAVO,2064.0
USA,AR-BLUE,2063.0
USA,BB-02-RS-WildHoney,2059.2
USA,ns84,2057.93
USA,SC2BEAD,2057.52
USA,3FC,2045.5
USA,ns81,2038.9299999999998
USA,271120000,2033.36
